P1.csv
id; best s1; best s2 ; best s3 ; best lap; total time
| id |   s1  |   s2  |   s3  | best lap | best s1 | best s2 | best s3 | pitstop | crash 
|----|-------|-------|-------|----------|---------|---------|---------|---------|-------
| 55 | 26.84 | 27.23 | 25.17 |   79.24 |  25.68 |  25.10 |  25.17 | 1 |true |
| 27 | 28.68 | 40.27 | 37.61 |   79.58 |  26.73 |  25.86 |  25.29 | 3 |true |
| 81 | 41.08 | 42.93 | 31.00 |   80.35 |  25.29 |  25.18 |  25.01 | 7 |false |
| 44 | 33.55 | 33.83 | 32.83 |   82.56 |  25.34 |  25.19 |  26.28 | 1 |true |
| 16 | 28.44 | 25.87 | 34.85 |   82.93 |  25.52 |  25.05 |  25.39 | 7 |false |
| 18 | 36.64 | 26.42 | 32.72 |   83.46 |  25.27 |  25.23 |  25.11 | 1 |false |
| 77 | 44.41 | 40.88 | 39.59 |   83.82 |  25.23 |  25.25 |  26.14 | 3 |false |
|  3 | 37.19 | 39.17 | 34.54 |   83.84 |  25.63 |  28.93 |  25.87 | 0 |true |
| 22 | 42.38 | 40.33 | 37.40 |   83.85 |  25.28 |  25.03 |  25.88 | 2 |true |
| 14 | 29.99 | 41.69 | 36.11 |   84.12 |  25.09 |  25.58 |  25.21 | 6 |false |
|  2 | 30.67 | 41.46 | 25.88 |   84.45 |  25.13 |  25.28 |  25.88 | 4 |true |
| 31 | 25.33 | 43.29 | 30.32 |   84.66 |  25.15 |  25.25 |  26.10 | 3 |false |
| 20 | 26.16 | 36.80 | 43.33 |   84.71 |  25.09 |  25.70 |  25.49 | 3 |true |
| 23 | 30.43 | 34.40 | 26.82 |   85.02 |  27.72 |  28.51 |  26.81 | 1 |true |
| 24 | 35.03 | 26.02 | 40.07 |   86.01 |  25.83 |  26.02 |  26.39 | 0 |true |
|  1 | 44.78 | 25.03 | 27.03 |   86.06 |  25.28 |  25.03 |  26.00 | 5 |false |
| 10 | 31.35 | 26.39 | 33.71 |   90.66 |  27.55 |  25.14 |  25.34 | 3 |true |
| 11 | 42.19 | 41.51 | 31.94 |   91.72 |  25.26 |  25.06 |  25.30 | 3 |true |
|  4 | 30.49 | 30.25 | 34.28 |   95.01 |  26.23 |  26.42 |  31.01 | 2 |true |
| 63 | 30.60 | 37.83 | 42.38 |  110.81 |  30.60 |  37.83 |  42.38 | 0 |true |
