sprint.csv
id; best s1; best s2 ; best s3 ; best lap; total time
| id |   s1  |   s2  |   s3  | best lap | best s1 | best s2 | best s3 | pitstop | crash 
|----|-------|-------|-------|----------|---------|---------|---------|---------|-------
| 20 | 38.55 | 38.91 | 29.03 |   79.07 |  25.34 |  27.56 |  25.13 | 1 |true |
| 27 | 25.07 | 28.23 | 27.15 |   80.45 |  25.07 |  25.09 |  25.36 | 5 |true |
| 14 | 25.03 | 32.70 | 32.74 |   83.61 |  25.03 |  25.11 |  25.89 | 3 |false |
| 10 | 26.61 | 32.27 | 32.71 |   84.12 |  25.08 |  25.28 |  26.09 | 5 |true |
| 55 | 42.82 | 33.34 | 36.82 |   84.31 |  25.51 |  25.26 |  25.52 | 4 |false |
| 18 | 41.26 | 27.35 | 27.86 |   84.36 |  25.63 |  25.25 |  25.36 | 4 |false |
| 16 | 35.70 | 25.26 | 26.94 |   85.37 |  25.73 |  25.01 |  25.42 | 1 |false |
| 81 | 32.89 | 35.59 | 37.10 |   87.02 |  25.00 |  26.41 |  27.38 | 2 |true |
|  2 | 40.91 | 36.06 | 26.10 |   87.30 |  32.73 |  25.05 |  25.35 | 0 |true |
|  4 | 44.66 | 42.06 | 35.29 |   87.96 |  25.60 |  25.14 |  27.45 | 5 |true |
|  1 | 28.15 | 30.92 | 40.34 |   88.24 |  25.26 |  25.70 |  25.67 | 4 |false |
|  3 | 26.35 | 29.85 | 40.20 |   88.77 |  25.40 |  25.33 |  25.22 | 8 |false |
| 11 | 36.74 | 27.29 | 29.77 |   89.09 |  25.99 |  25.01 |  26.18 | 5 |false |
| 31 | 39.17 | 35.16 | 27.67 |   89.26 |  25.23 |  25.12 |  26.42 | 3 |false |
| 63 | 34.63 | 29.12 | 39.46 |   93.80 |  26.28 |  29.03 |  25.55 | 1 |true |
| 44 | 28.84 | 25.01 | 40.93 |   94.78 |  28.84 |  25.01 |  40.93 | 0 |true |
| 23 | 33.15 | 43.35 | 35.97 |   97.36 |  25.55 |  27.52 |  25.55 | 0 |true |
| 24 | 33.15 | 43.35 | 35.97 |   97.36 |  25.55 |  27.52 |  25.55 | 0 |true |
| 77 | 37.00 | 44.54 | 26.14 |  100.10 |  27.03 |  30.04 |  26.14 | 1 |true |
| 22 | 39.35 | 43.13 | 36.00 |  102.97 |  39.35 |  29.08 |  30.00 | 0 |true |
